order_id,order_date,customer_id,geography_id,payment_method,total_amount
O001593,2025-12-24,C0067,G009,Transfer,13500
O001594,2025-01-18,C0023,G008,Transfer,91375
O001595,2025-10-26,C0064,G008,Cash,30875
O001596,2025-08-02,C0049,G006,Transfer,57500
O001597,2025-03-27,C0063,G007,Cash,22950
O001598,2025-07-25,C0091,G008,Transfer,174800
O001599,2025-12-30,C0005,G002,Cash,27900
O001600,2025-11-25,C0020,G010,E-Wallet,32325
O001601,2025-10-10,C0070,G004,Cash,157450
O001602,2025-07-11,C0036,G002,E-Wallet,53675
O001603,2025-09-08,C0089,G005,QRIS,20125
O001604,2025-09-20,C0047,G005,Transfer,20000
O001605,2025-04-21,C0041,G006,Cash,63850
O001606,2025-09-05,C0097,G001,QRIS,19350
O001607,2025-05-20,C0065,G007,QRIS,130325
O001608,2025-02-19,C0075,G006,E-Wallet,34550
O001609,2025-04-16,C0044,G003,E-Wallet,74250
O001610,2025-06-19,C0060,G010,QRIS,142400
O001611,2025-03-03,C0012,G003,Transfer,87775
O001612,2025-12-06,C0084,G005,QRIS,107550
O001613,2025-01-21,C0034,G010,E-Wallet,33150
O001614,2025-01-30,C0046,G010,QRIS,16500
O001615,2025-11-23,C0033,G005,Transfer,159250
O001616,2025-06-05,C0032,G004,Cash,40500
O001617,2025-12-22,C0021,G005,Transfer,112900
O001618,2025-01-03,C0052,G006,E-Wallet,34450
O001619,2025-04-29,C0088,G003,Cash,101475
O001620,2025-05-20,C0074,G003,E-Wallet,21850
O001621,2025-08-31,C0092,G006,E-Wallet,25000
O001622,2025-01-17,C0093,G010,E-Wallet,2500
O001623,2025-05-08,C0031,G006,E-Wallet,16500
O001624,2025-10-16,C0057,G004,E-Wallet,40050
O001625,2025-01-09,C0036,G008,QRIS,5000
O001626,2025-02-04,C0006,G004,E-Wallet,23275
O001627,2025-09-01,C0038,G006,Transfer,72050
O001628,2025-03-01,C0077,G002,QRIS,151125
O001629,2025-11-01,C0056,G003,Cash,44450
O001630,2025-07-30,C0055,G005,E-Wallet,10500
O001631,2025-07-16,C0024,G001,QRIS,63100
O001632,2025-02-14,C0056,G001,QRIS,61125
O001633,2025-05-21,C0011,G008,E-Wallet,25550
O001634,2025-01-14,C0051,G002,Transfer,3500
O001635,2025-01-23,C0020,G006,E-Wallet,84025
O001636,2025-10-13,C0072,G005,Cash,47350
O001637,2025-07-20,C0050,G002,E-Wallet,7000
O001638,2025-08-02,C0034,G001,E-Wallet,112050
O001639,2025-08-24,C0062,G003,E-Wallet,31500
O001640,2025-01-18,C0032,G008,E-Wallet,62300
O001641,2025-10-29,C0086,G002,Cash,46350
O001642,2025-02-25,C0055,G008,Cash,22250
O001643,2025-10-26,C0037,G008,QRIS,50050
O001644,2025-03-09,C0016,G004,Cash,49425
O001645,2025-03-10,C0100,G004,Transfer,34850
O001646,2025-01-04,C0001,G009,Cash,93525
O001647,2025-07-12,C0066,G009,QRIS,112200
O001648,2025-08-05,C0100,G003,Cash,21000
O001649,2025-08-27,C0063,G009,Transfer,57275
O001650,2025-11-14,C0100,G002,E-Wallet,29500
O001651,2025-07-08,C0021,G003,QRIS,58275
O001652,2025-04-17,C0043,G007,QRIS,28500
O001653,2025-05-31,C0043,G006,E-Wallet,7000
O001654,2025-04-12,C0061,G010,E-Wallet,111850
O001655,2025-02-20,C0081,G007,QRIS,13500
O001656,2025-01-11,C0096,G008,E-Wallet,91800
O001657,2025-02-06,C0009,G002,E-Wallet,125950
O001658,2025-07-06,C0041,G009,QRIS,106800
O001659,2025-04-10,C0006,G003,E-Wallet,16500
O001660,2025-04-23,C0060,G007,E-Wallet,65225
O001661,2025-07-24,C0100,G004,Transfer,51300
O001662,2025-03-15,C0054,G005,E-Wallet,152600
O001663,2025-10-23,C0005,G010,QRIS,45350
O001664,2025-07-10,C0018,G008,QRIS,12000
O001665,2025-06-04,C0039,G003,E-Wallet,95150
O001666,2025-04-15,C0093,G001,Transfer,95525
O001667,2025-09-23,C0025,G004,Cash,10825
O001668,2025-08-04,C0089,G002,Cash,49125
O001669,2025-02-06,C0061,G007,QRIS,80350
O001670,2025-10-19,C0032,G004,Cash,64950
O001671,2025-01-11,C0047,G010,Cash,99375
O001672,2025-03-03,C0094,G009,E-Wallet,63450
O001673,2025-12-03,C0069,G002,E-Wallet,52075
O001674,2025-04-23,C0025,G003,Cash,44175
O001675,2025-04-14,C0054,G006,QRIS,32400
O001676,2025-12-17,C0098,G003,Transfer,16500
O001677,2025-06-28,C0013,G007,Transfer,32150
O001678,2025-08-15,C0067,G002,Transfer,86500
O001679,2025-12-16,C0096,G002,E-Wallet,22950
O001680,2025-05-23,C0017,G008,Transfer,62050
O001681,2025-01-13,C0057,G009,Cash,150575
O001682,2025-05-10,C0092,G002,QRIS,69500
O001683,2025-04-12,C0023,G010,Transfer,65500
O001684,2025-03-05,C0044,G006,Cash,122200
O001685,2025-03-05,C0043,G005,Cash,59000
O001686,2025-10-06,C0055,G004,Transfer,28500
O001687,2025-02-09,C0055,G003,Transfer,62750
O001688,2025-08-17,C0015,G009,E-Wallet,57800
O001689,2025-11-12,C0085,G005,Cash,39425
O001690,2025-04-28,C0057,G005,E-Wallet,58525
O001691,2025-10-26,C0021,G010,Transfer,54000
O001692,2025-09-02,C0079,G001,QRIS,8075
O001693,2025-05-04,C0084,G008,Transfer,47700
O001694,2025-09-27,C0051,G001,E-Wallet,22975
O001695,2025-01-03,C0012,G006,Cash,120950
O001696,2025-02-09,C0041,G006,Transfer,21150
O001697,2025-09-28,C0079,G005,Transfer,40000
O001698,2025-08-12,C0011,G004,Transfer,69800
O001699,2025-09-28,C0082,G010,QRIS,115375
O001700,2025-05-03,C0080,G003,Transfer,73500
O001701,2025-05-21,C0099,G004,Transfer,22950
O001702,2025-07-07,C0021,G007,QRIS,83100
O001703,2025-01-16,C0095,G004,QRIS,31800
O001704,2025-11-04,C0089,G010,QRIS,57275
O001705,2025-07-30,C0041,G008,QRIS,100500
O001706,2025-02-22,C0042,G008,Cash,45350
O001707,2025-06-30,C0015,G005,E-Wallet,117300
O001708,2025-01-11,C0096,G009,Cash,45000
O001709,2025-04-10,C0082,G005,E-Wallet,84375
O001710,2025-06-19,C0082,G010,Cash,104600
O001711,2025-12-31,C0094,G010,E-Wallet,22000
O001712,2025-11-26,C0022,G009,QRIS,21550
O001713,2025-12-29,C0051,G002,Cash,101600
O001714,2025-10-16,C0017,G008,QRIS,62500
O001715,2025-11-22,C0055,G004,Cash,59000
O001716,2025-09-30,C0027,G007,QRIS,10500
O001717,2025-02-05,C0089,G007,E-Wallet,8500
O001718,2025-03-05,C0057,G009,E-Wallet,117150
O001719,2025-05-07,C0081,G001,Transfer,54000
O001720,2025-10-22,C0059,G003,Cash,41275
O001721,2025-01-09,C0036,G010,E-Wallet,15300
O001722,2025-03-28,C0059,G003,E-Wallet,154525
O001723,2025-05-05,C0017,G009,Cash,32300
O001724,2025-11-08,C0051,G009,Transfer,52600
O001725,2025-04-16,C0094,G006,Cash,83550
O001726,2025-06-17,C0098,G001,Cash,77150
O001727,2025-03-09,C0061,G004,Cash,10500
O001728,2025-09-22,C0093,G010,Cash,118850
O001729,2025-08-19,C0076,G008,E-Wallet,23400
O001730,2025-06-28,C0027,G009,Transfer,31000
O001731,2025-02-25,C0055,G005,Transfer,104275
O001732,2025-04-16,C0047,G008,QRIS,35350
O001733,2025-08-11,C0100,G004,Transfer,95150
O001734,2025-08-23,C0030,G008,E-Wallet,39950
O001735,2025-07-22,C0039,G006,Cash,43700
O001736,2025-09-23,C0031,G009,QRIS,59700
O001737,2025-06-01,C0070,G009,Transfer,66000
O001738,2025-02-08,C0012,G009,QRIS,36000
O001739,2025-09-29,C0033,G003,QRIS,97250
O001740,2025-01-29,C0004,G008,E-Wallet,83150
O001741,2025-12-30,C0030,G004,Cash,55700
O001742,2025-11-24,C0085,G002,Transfer,53325
O001743,2025-10-11,C0096,G005,Transfer,92100
O001744,2025-12-16,C0082,G004,E-Wallet,93975
O001745,2025-06-11,C0090,G010,E-Wallet,27225
O001746,2025-03-18,C0040,G008,E-Wallet,15300
O001747,2025-02-15,C0027,G007,E-Wallet,12150
O001748,2025-12-03,C0010,G010,E-Wallet,136450
O001749,2025-03-24,C0063,G005,Transfer,190150
O001750,2025-02-21,C0031,G009,QRIS,9000
O001751,2025-10-11,C0017,G006,Transfer,60350
O001752,2025-08-12,C0021,G003,Transfer,31000
O001753,2025-11-05,C0080,G001,QRIS,84075
O001754,2025-08-01,C0083,G008,E-Wallet,57525
O001755,2025-10-17,C0069,G003,Transfer,63000
O001756,2025-03-08,C0019,G010,Transfer,49475
O001757,2025-09-23,C0090,G002,QRIS,54475
O001758,2025-06-27,C0080,G008,Cash,24500
O001759,2025-07-07,C0040,G008,Transfer,70225
O001760,2025-05-03,C0071,G001,Transfer,14000
O001761,2025-03-24,C0048,G009,Cash,57575
O001762,2025-03-08,C0055,G002,Cash,91550
O001763,2025-08-06,C0014,G010,Cash,125350
O001764,2025-06-10,C0026,G007,Cash,95050
O001765,2025-11-27,C0093,G009,E-Wallet,27900
O001766,2025-07-15,C0081,G006,Transfer,49800
O001767,2025-08-13,C0094,G010,QRIS,83450
O001768,2025-06-29,C0079,G004,QRIS,121950
O001769,2025-04-26,C0082,G010,E-Wallet,12825
O001770,2025-06-21,C0080,G002,QRIS,24500
O001771,2025-06-12,C0024,G002,Cash,109650
O001772,2025-06-10,C0100,G009,QRIS,60700
O001773,2025-01-13,C0034,G004,E-Wallet,5000
O001774,2025-02-13,C0066,G006,Transfer,91750
O001775,2025-07-13,C0028,G008,E-Wallet,44450
O001776,2025-11-22,C0053,G009,QRIS,79000
O001777,2025-12-03,C0015,G010,Transfer,6000
O001778,2025-05-26,C0069,G003,E-Wallet,58050
O001779,2025-11-04,C0010,G010,QRIS,34775
O001780,2025-04-29,C0041,G001,QRIS,20350
O001781,2025-01-01,C0052,G002,Cash,40150
O001782,2025-08-28,C0076,G003,Transfer,80250
O001783,2025-07-04,C0016,G007,Transfer,16150
O001784,2025-12-07,C0051,G001,E-Wallet,13500
O001785,2025-08-02,C0016,G003,E-Wallet,23700
O001786,2025-02-20,C0045,G005,Cash,89200
O001787,2025-11-02,C0061,G007,E-Wallet,61500
O001788,2025-02-06,C0090,G009,Transfer,16500
O001789,2025-02-13,C0023,G009,Cash,105325
O001790,2025-01-23,C0077,G005,QRIS,22325
O001791,2025-04-21,C0075,G001,Transfer,59000
O001792,2025-03-14,C0009,G004,Cash,37950
O001793,2025-01-03,C0065,G009,Cash,39500
O001794,2025-11-13,C0006,G003,QRIS,103950
O001795,2025-09-11,C0012,G005,Transfer,40650
O001796,2025-08-03,C0071,G001,Transfer,18525
O001797,2025-05-30,C0087,G008,E-Wallet,10925
O001798,2025-06-07,C0057,G010,QRIS,53100
O001799,2025-06-03,C0084,G010,E-Wallet,70500
O001800,2025-05-16,C0008,G008,Cash,46000
O001801,2025-03-25,C0039,G008,E-Wallet,87000
O001802,2025-05-07,C0093,G008,Cash,81650
O001803,2025-06-29,C0012,G009,QRIS,127650
O001804,2025-04-24,C0096,G007,QRIS,24000
O001805,2025-01-12,C0025,G005,Cash,98500
O001806,2025-03-26,C0024,G002,Transfer,109750
O001807,2025-12-13,C0055,G010,Cash,111975
O001808,2025-09-11,C0067,G003,Cash,14850
O001809,2025-03-31,C0069,G009,E-Wallet,61150
O001810,2025-09-30,C0084,G009,Transfer,86200
O001811,2025-10-08,C0033,G008,QRIS,78175
O001812,2025-09-21,C0028,G006,QRIS,80500
O001813,2025-04-30,C0083,G007,Transfer,52850
O001814,2025-01-20,C0050,G005,QRIS,36000
O001815,2025-10-12,C0036,G007,Transfer,32400
O001816,2025-04-02,C0035,G008,Cash,3325
O001817,2025-04-11,C0071,G003,E-Wallet,3500
O001818,2025-09-05,C0100,G006,Transfer,116250
O001819,2025-08-26,C0045,G006,E-Wallet,20700
O001820,2025-10-28,C0055,G010,QRIS,70800
O001821,2025-03-07,C0026,G006,QRIS,30050
O001822,2025-06-29,C0091,G007,QRIS,9000
O001823,2025-09-01,C0030,G009,E-Wallet,3500
O001824,2025-09-18,C0062,G009,QRIS,104325
O001825,2025-07-13,C0078,G007,QRIS,53000
O001826,2025-08-08,C0024,G005,E-Wallet,117900
O001827,2025-11-09,C0092,G006,QRIS,80100
O001828,2025-12-30,C0001,G008,E-Wallet,78325
O001829,2025-01-27,C0004,G009,Transfer,79650
O001830,2025-01-02,C0053,G002,E-Wallet,172750
O001831,2025-04-25,C0071,G003,Transfer,33700
O001832,2025-10-15,C0069,G006,QRIS,2500
O001833,2025-10-05,C0056,G002,E-Wallet,80575
O001834,2025-06-18,C0090,G008,Transfer,24150
O001835,2025-10-31,C0011,G002,QRIS,65000
O001836,2025-01-05,C0027,G006,QRIS,18875
O001837,2025-11-21,C0007,G009,Cash,49675
O001838,2025-08-12,C0099,G009,Transfer,9450
O001839,2025-06-01,C0037,G008,Transfer,20775
O001840,2025-03-15,C0020,G003,Transfer,118500
O001841,2025-12-08,C0035,G003,QRIS,59025
O001842,2025-05-18,C0098,G006,Cash,51000
O001843,2025-03-15,C0084,G005,Transfer,54675
O001844,2025-11-24,C0070,G008,QRIS,52200
O001845,2025-05-24,C0084,G008,Transfer,80500
O001846,2025-03-16,C0012,G002,Transfer,16500
O001847,2025-06-12,C0036,G003,E-Wallet,81700
O001848,2025-11-27,C0070,G008,E-Wallet,108975
O001849,2025-02-14,C0081,G008,QRIS,6000
O001850,2025-12-27,C0012,G004,QRIS,93850
O001851,2025-03-16,C0017,G003,Transfer,50925
O001852,2025-08-17,C0025,G005,Transfer,62325
O001853,2025-03-04,C0084,G009,E-Wallet,55350
O001854,2025-10-21,C0028,G001,Transfer,52400
O001855,2025-07-05,C0057,G002,Transfer,10500
O001856,2025-04-04,C0064,G004,Cash,116100
O001857,2025-07-11,C0040,G010,QRIS,133175
O001858,2025-10-31,C0078,G004,Cash,25500
O001859,2025-11-22,C0078,G006,Cash,31000
O001860,2025-12-13,C0049,G009,Cash,61200
O001861,2025-12-09,C0015,G009,Cash,15675
O001862,2025-08-05,C0005,G003,QRIS,79800
O001863,2025-12-24,C0061,G005,Cash,26150
O001864,2025-05-24,C0016,G006,Cash,76950
O001865,2025-03-07,C0038,G008,Transfer,4050
O001866,2025-10-12,C0006,G009,Cash,42375
O001867,2025-03-02,C0039,G001,E-Wallet,80200
O001868,2025-08-06,C0042,G010,Cash,12000
O001869,2025-11-27,C0001,G001,Transfer,30975
O001870,2025-05-17,C0027,G007,Cash,88400
O001871,2025-04-01,C0075,G002,QRIS,38750
O001872,2025-01-26,C0095,G007,E-Wallet,69400
O001873,2025-03-14,C0078,G001,Cash,63900
O001874,2025-09-22,C0012,G004,Transfer,65450
O001875,2025-11-02,C0094,G009,E-Wallet,45225
O001876,2025-12-22,C0053,G008,Transfer,92050
O001877,2025-02-10,C0098,G010,Transfer,18525
O001878,2025-11-21,C0021,G010,E-Wallet,27950
O001879,2025-06-16,C0089,G009,Cash,51700
O001880,2025-09-21,C0038,G004,QRIS,50200
O001881,2025-12-01,C0058,G010,Transfer,92500
O001882,2025-04-07,C0011,G005,Cash,3000
O001883,2025-11-04,C0084,G008,E-Wallet,112350
O001884,2025-03-09,C0048,G009,Transfer,90450
O001885,2025-07-28,C0075,G008,Transfer,133725
O001886,2025-12-29,C0093,G005,QRIS,51850
O001887,2025-02-27,C0003,G007,Cash,10500
O001888,2025-01-04,C0032,G001,E-Wallet,6500
O001889,2025-01-20,C0046,G008,Transfer,12825
O001890,2025-03-26,C0025,G002,E-Wallet,52300
O001891,2025-08-24,C0075,G003,Transfer,63150
O001892,2025-12-18,C0034,G008,E-Wallet,69300
O001893,2025-03-16,C0053,G008,Cash,36000
O001894,2025-09-04,C0022,G008,Cash,34350
O001895,2025-12-21,C0056,G008,Transfer,30600
O001896,2025-10-28,C0072,G004,Cash,10500
O001897,2025-09-21,C0041,G003,QRIS,51000
O001898,2025-04-06,C0046,G002,QRIS,32775
O001899,2025-07-11,C0038,G010,Cash,28550
O001900,2025-10-05,C0075,G006,Cash,117600
O001901,2025-06-09,C0004,G010,Transfer,53375
O001902,2025-09-01,C0006,G005,Cash,27500
O001903,2025-11-09,C0092,G006,Cash,108975
O001904,2025-11-13,C0036,G005,QRIS,71325
O001905,2025-02-20,C0034,G008,QRIS,60000
O001906,2025-06-14,C0046,G009,Cash,42600
O001907,2025-12-15,C0019,G003,E-Wallet,26000
O001908,2025-05-03,C0018,G004,E-Wallet,5000
O001909,2025-07-21,C0005,G007,E-Wallet,111650
O001910,2025-10-20,C0097,G001,E-Wallet,104075
O001911,2025-04-11,C0078,G010,E-Wallet,160100
O001912,2025-10-22,C0048,G005,QRIS,106150
O001913,2025-06-20,C0081,G006,QRIS,4950
O001914,2025-06-21,C0097,G007,QRIS,21000
O001915,2025-08-16,C0067,G007,Cash,46275
O001916,2025-01-03,C0072,G004,E-Wallet,31800
O001917,2025-04-17,C0011,G003,Cash,88150
O001918,2025-07-31,C0004,G010,Cash,18450
O001919,2025-03-14,C0071,G006,Transfer,40950
O001920,2025-07-03,C0027,G001,E-Wallet,63325
O001921,2025-06-08,C0016,G008,QRIS,18500
O001922,2025-11-18,C0040,G002,Transfer,19950
O001923,2025-06-20,C0057,G008,QRIS,8500
O001924,2025-02-13,C0069,G001,Cash,4500
O001925,2025-12-08,C0021,G006,Transfer,133725
O001926,2025-07-26,C0085,G002,Transfer,105375
O001927,2025-06-29,C0064,G006,E-Wallet,69775
O001928,2025-02-14,C0035,G001,E-Wallet,4275
O001929,2025-04-22,C0035,G004,Cash,138650
O001930,2025-04-05,C0090,G003,QRIS,117600
O001931,2025-08-27,C0021,G003,Transfer,83875
O001932,2025-10-06,C0068,G003,E-Wallet,19500
O001933,2025-01-18,C0073,G010,QRIS,62075
O001934,2025-05-19,C0023,G008,Cash,60800
O001935,2025-08-20,C0006,G002,E-Wallet,97975
O001936,2025-05-22,C0080,G009,E-Wallet,22800
O001937,2025-09-27,C0047,G010,Transfer,4500
O001938,2025-12-15,C0052,G009,E-Wallet,99625
O001939,2025-08-25,C0009,G002,QRIS,59000
O001940,2025-01-01,C0069,G006,Transfer,46250
O001941,2025-12-04,C0010,G010,Transfer,43200
O001942,2025-08-16,C0028,G003,Cash,66725
O001943,2025-10-03,C0012,G001,Cash,118450
O001944,2025-03-10,C0052,G004,E-Wallet,56450
O001945,2025-07-16,C0082,G009,QRIS,79900
O001946,2025-04-14,C0023,G009,E-Wallet,62100
O001947,2025-03-21,C0062,G003,QRIS,49500
O001948,2025-10-25,C0018,G005,Cash,46475
O001949,2025-02-25,C0077,G004,E-Wallet,116450
O001950,2025-03-16,C0042,G002,QRIS,34200
O001951,2025-11-23,C0075,G010,Transfer,34000
O001952,2025-08-28,C0050,G007,E-Wallet,7500
O001953,2025-01-05,C0035,G005,QRIS,76300
O001954,2025-02-11,C0036,G009,QRIS,55050
O001955,2025-07-21,C0009,G002,E-Wallet,43025
O001956,2025-08-13,C0095,G005,Cash,93075
O001957,2025-03-03,C0027,G009,Cash,21050
O001958,2025-06-22,C0017,G007,Cash,92050
O001959,2025-12-17,C0091,G001,Cash,18750
O001960,2025-12-13,C0063,G001,QRIS,75600
O001961,2025-09-26,C0076,G006,E-Wallet,47750
O001962,2025-12-30,C0026,G006,Transfer,39150
O001963,2025-09-15,C0064,G006,Transfer,25450
O001964,2025-09-20,C0092,G010,E-Wallet,25500
O001965,2025-03-12,C0084,G007,QRIS,85650
O001966,2025-03-30,C0010,G009,E-Wallet,158200
O001967,2025-06-06,C0049,G004,E-Wallet,118500
O001968,2025-04-24,C0072,G006,Transfer,12350
O001969,2025-04-13,C0070,G002,Transfer,15750
O001970,2025-10-08,C0075,G009,QRIS,157000
O001971,2025-12-17,C0010,G002,Cash,15650
O001972,2025-07-02,C0009,G003,Transfer,151075
O001973,2025-10-26,C0019,G008,QRIS,42650
O001974,2025-03-08,C0077,G009,E-Wallet,154500
O001975,2025-05-08,C0044,G002,QRIS,95250
O001976,2025-08-25,C0012,G006,QRIS,117000
O001977,2025-03-06,C0050,G002,QRIS,51400
O001978,2025-10-14,C0085,G009,Cash,58150
O001979,2025-11-28,C0062,G006,E-Wallet,39500
O001980,2025-01-20,C0042,G001,Cash,48450
O001981,2025-01-09,C0017,G005,Transfer,7650
O001982,2025-01-21,C0078,G004,Cash,13500
O001983,2025-08-26,C0068,G007,E-Wallet,130300
O001984,2025-08-09,C0069,G010,QRIS,54500
O001985,2025-07-02,C0053,G001,Cash,31500
O001986,2025-05-25,C0027,G008,Cash,45000
O001987,2025-08-24,C0095,G005,E-Wallet,12350
O001988,2025-03-06,C0051,G006,Cash,14650
O001989,2025-01-30,C0033,G008,Cash,32500
O001990,2025-02-18,C0056,G006,E-Wallet,56700
O001991,2025-06-22,C0029,G003,Cash,51300
O001992,2025-01-24,C0080,G006,Cash,43500
O001993,2025-02-21,C0060,G007,Cash,25000
O001994,2025-04-18,C0092,G009,E-Wallet,92750
O001995,2025-03-30,C0012,G005,QRIS,56700
O001996,2025-04-20,C0095,G002,Transfer,80075
O001997,2025-04-03,C0024,G007,QRIS,78175
O001998,2025-10-21,C0003,G003,E-Wallet,54900
O001999,2025-03-11,C0066,G001,QRIS,9975
O002000,2025-03-09,C0019,G005,Transfer,3000
O002001,2025-09-14,C0090,G009,QRIS,29475
O002002,2025-06-19,C0061,G007,QRIS,8500
O002003,2025-09-27,C0031,G006,Cash,51750
O002004,2025-12-31,C0006,G002,Cash,80900
O002005,2025-05-09,C0049,G005,QRIS,126400
O002006,2025-12-25,C0045,G004,Cash,108325
O002007,2025-06-11,C0017,G009,Cash,32100
O002008,2025-02-04,C0079,G002,Transfer,96000
O002009,2025-12-04,C0006,G004,QRIS,58425
O002010,2025-02-06,C0003,G004,QRIS,78700
O002011,2025-05-28,C0090,G005,Cash,89650
O002012,2025-02-02,C0042,G006,Cash,53350
O002013,2025-09-05,C0082,G002,QRIS,23000
O002014,2025-06-09,C0065,G006,E-Wallet,31000
O002015,2025-09-17,C0049,G004,Transfer,34875
O002016,2025-05-15,C0077,G003,Transfer,13000
O002017,2025-07-10,C0034,G001,Cash,4950
O002018,2025-02-01,C0099,G009,Transfer,115200
O002019,2025-01-19,C0088,G004,Cash,18500
O002020,2025-10-25,C0030,G009,Cash,66150
O002021,2025-12-01,C0094,G008,QRIS,5500
O002022,2025-12-06,C0077,G008,E-Wallet,33450
O002023,2025-08-19,C0033,G004,Transfer,24500
O002024,2025-09-30,C0014,G010,QRIS,28650
O002025,2025-03-25,C0012,G002,E-Wallet,39000
O002026,2025-12-28,C0087,G006,Cash,105400
O002027,2025-01-08,C0057,G002,Cash,43800
O002028,2025-10-13,C0046,G003,QRIS,88600
O002029,2025-11-05,C0074,G002,E-Wallet,26975
O002030,2025-04-13,C0097,G001,Cash,76925
O002031,2025-09-24,C0043,G009,E-Wallet,96625
O002032,2025-10-19,C0059,G006,E-Wallet,12225
O002033,2025-04-20,C0024,G009,Transfer,25750
O002034,2025-06-13,C0046,G006,Cash,140650
O002035,2025-02-04,C0026,G007,Cash,80650
O002036,2025-12-16,C0082,G003,E-Wallet,27000
O002037,2025-12-11,C0011,G004,Cash,145900
O002038,2025-09-26,C0093,G008,Cash,95575
O002039,2025-08-31,C0066,G004,Cash,79000
O002040,2025-05-16,C0088,G006,Transfer,120400
O002041,2025-05-06,C0033,G005,Transfer,5500
O002042,2025-11-18,C0035,G004,E-Wallet,112575
O002043,2025-10-21,C0046,G005,Cash,26700
O002044,2025-05-14,C0072,G001,E-Wallet,51225
O002045,2025-01-21,C0042,G003,QRIS,46500
O002046,2025-09-04,C0016,G001,QRIS,59150
O002047,2025-09-29,C0093,G010,Transfer,70900
O002048,2025-05-26,C0025,G008,Transfer,41250
O002049,2025-03-18,C0038,G008,Cash,95150
O002050,2025-11-04,C0029,G003,Transfer,12275
O002051,2025-07-10,C0091,G002,Transfer,6500
O002052,2025-05-28,C0007,G003,Transfer,6650
O002053,2025-04-05,C0053,G004,Cash,79950
O002054,2025-02-17,C0086,G006,Cash,23000
O002055,2025-04-04,C0044,G003,Transfer,73825
O002056,2025-01-22,C0100,G003,E-Wallet,66150
O002057,2025-05-22,C0024,G008,E-Wallet,50000
O002058,2025-06-30,C0035,G001,E-Wallet,18125
O002059,2025-09-29,C0077,G007,Transfer,5500
O002060,2025-09-24,C0071,G006,Transfer,58225
O002061,2025-06-08,C0005,G003,Transfer,78175
O002062,2025-11-27,C0074,G004,E-Wallet,57475
O002063,2025-08-25,C0076,G001,Cash,6750
O002064,2025-05-31,C0060,G002,E-Wallet,9450
O002065,2025-04-02,C0092,G001,Cash,58575
O002066,2025-03-07,C0079,G006,Transfer,49500
O002067,2025-08-27,C0018,G007,E-Wallet,156250
O002068,2025-04-11,C0037,G007,QRIS,18900
O002069,2025-05-04,C0007,G002,Cash,75700
O002070,2025-08-27,C0032,G003,Cash,81100
O002071,2025-03-15,C0069,G004,E-Wallet,59675
O002072,2025-06-23,C0056,G008,Cash,78675
O002073,2025-01-30,C0015,G010,E-Wallet,86300
O002074,2025-03-14,C0040,G006,Cash,14850
O002075,2025-04-04,C0078,G008,Transfer,149950
O002076,2025-10-21,C0033,G006,Cash,89700
O002077,2025-03-18,C0059,G004,Cash,89000
O002078,2025-06-11,C0073,G008,E-Wallet,72225
O002079,2025-04-16,C0062,G006,QRIS,11850
O002080,2025-10-01,C0055,G008,E-Wallet,23275
O002081,2025-03-29,C0073,G008,Transfer,32400
O002082,2025-11-19,C0008,G003,Cash,90500
O002083,2025-03-30,C0034,G007,Cash,101150
O002084,2025-02-16,C0015,G002,Cash,96350
O002085,2025-04-30,C0037,G001,E-Wallet,22500
O002086,2025-12-24,C0066,G007,QRIS,10500
O002087,2025-08-09,C0028,G003,Transfer,65500
O002088,2025-12-07,C0030,G002,E-Wallet,46350
O002089,2025-04-26,C0030,G006,Transfer,35000
O002090,2025-03-29,C0010,G005,E-Wallet,79200
O002091,2025-01-31,C0048,G007,E-Wallet,13500
O002092,2025-08-24,C0041,G003,E-Wallet,54000
O002093,2025-02-24,C0030,G008,QRIS,125050
O002094,2025-04-26,C0023,G010,Cash,99125
O002095,2025-07-14,C0043,G007,E-Wallet,79150
O002096,2025-10-01,C0092,G010,E-Wallet,161175
O002097,2025-03-04,C0045,G001,Cash,91550
O002098,2025-05-14,C0089,G003,QRIS,48350
O002099,2025-11-03,C0077,G010,E-Wallet,126150
O002100,2025-02-27,C0087,G007,Cash,52050
O002101,2025-09-26,C0024,G009,E-Wallet,17100
O002102,2025-01-24,C0076,G007,QRIS,59000
O002103,2025-05-15,C0087,G006,QRIS,110225
O002104,2025-04-04,C0069,G001,Cash,30000
O002105,2025-10-23,C0046,G005,E-Wallet,61575
O002106,2025-10-29,C0036,G008,Cash,71850
O002107,2025-09-01,C0078,G009,E-Wallet,26500
O002108,2025-02-20,C0098,G004,E-Wallet,48350
O002109,2025-09-16,C0009,G010,QRIS,235575
O002110,2025-11-16,C0078,G005,E-Wallet,37725
O002111,2025-07-17,C0027,G007,QRIS,74000
O002112,2025-09-03,C0013,G010,Transfer,92650
O002113,2025-03-13,C0046,G003,E-Wallet,66450
O002114,2025-05-23,C0089,G003,QRIS,9450
O002115,2025-06-24,C0044,G005,Cash,65525
O002116,2025-10-05,C0017,G008,Cash,73525
O002117,2025-09-16,C0013,G009,Transfer,88575
O002118,2025-11-23,C0041,G004,Transfer,3325
O002119,2025-10-07,C0076,G002,Transfer,24275
O002120,2025-01-22,C0013,G008,QRIS,14000
O002121,2025-02-07,C0024,G009,Transfer,51050
O002122,2025-11-07,C0007,G010,Cash,9000
O002123,2025-04-12,C0060,G004,Transfer,52950
